# Innea town setups - one per culture group x port/inland x town/city.
# Additive: adds new setups alongside vanilla's 114, overrides nothing.
#
# The core (marketplace/temple/tools_guild/mason/pottery_guild/tannery/granary/weapon_guild)
# is on every setup. The guilds after it are chosen per culture group from the goods that
# group's own urban locations produce: a guild is added when >=15% of them yield one of its
# inputs, at level 2 in cities when >=40%. Inputs read from in_game/common/building_types/.
# naval_supplies_guild is port-only. Generated by map/gen_cities.py - do not hand-edit.

achakk_port_town = {
	marketplace = 1
	temple = 1
	brewery = 1
	fine_cloth_guild = 1
	tools_guild = 1
	pottery_guild = 1
	tannery = 1
	weapon_guild = 1
}

acryllian_city = {
	marketplace = 2
	temple = 1
	granary = 2
	cloth_guild = 1
	winery = 1
	tools_guild = 1
	mason = 1
	pottery_guild = 1
	tannery = 1
	weapon_guild = 1
}

acryllian_port_city = {
	marketplace = 2
	temple = 1
	granary = 2
	cloth_guild = 1
	winery = 1
	tools_guild = 1
	mason = 1
	pottery_guild = 1
	tannery = 1
	weapon_guild = 1
	wharf = 1
}

acryllian_port_town = {
	marketplace = 1
	temple = 1
	granary = 1
	cloth_guild = 1
	winery = 1
	tools_guild = 1
	mason = 1
	pottery_guild = 1
	tannery = 1
	weapon_guild = 1
}

algonic_port_city = {
	marketplace = 2
	temple = 1
	fine_cloth_guild = 2
	paper_guild = 1
	naval_supplies_guild = 1
	cloth_guild = 1
	scriptorium = 1
	furniture_guild = 1
	dyes_guild = 1
	glass_guild = 1
	pottery_guild = 1
	tannery = 1
	weapon_guild = 1
	wharf = 1
}

algonic_port_town = {
	marketplace = 1
	temple = 1
	fine_cloth_guild = 1
	paper_guild = 1
	naval_supplies_guild = 1
	cloth_guild = 1
	scriptorium = 1
	furniture_guild = 1
	dyes_guild = 1
	glass_guild = 1
	pottery_guild = 1
	tannery = 1
	weapon_guild = 1
}

algonic_town = {
	marketplace = 1
	temple = 1
	fine_cloth_guild = 1
	paper_guild = 1
	cloth_guild = 1
	scriptorium = 1
	furniture_guild = 1
	dyes_guild = 1
	glass_guild = 1
	pottery_guild = 1
	tannery = 1
	weapon_guild = 1
}

altvarik_town = {
	marketplace = 1
	temple = 1
	jewelry_guild = 1
	weapon_guild = 1
}

amuric_city = {
	marketplace = 2
	temple = 1
	fine_cloth_guild = 2
	mason = 1
	pottery_guild = 1
	tannery = 1
	weapon_guild = 1
}

amuric_port_city = {
	marketplace = 2
	temple = 1
	fine_cloth_guild = 2
	mason = 1
	pottery_guild = 1
	tannery = 1
	weapon_guild = 1
	wharf = 1
}

amuric_port_town = {
	marketplace = 1
	temple = 1
	fine_cloth_guild = 1
	mason = 1
	pottery_guild = 1
	tannery = 1
	weapon_guild = 1
}

anhyan_city = {
	marketplace = 2
	temple = 1
	fine_cloth_guild = 2
	cloth_guild = 1
	tools_guild = 1
	mason = 1
	tannery = 1
}

anhyan_town = {
	marketplace = 1
	temple = 1
	fine_cloth_guild = 1
	cloth_guild = 1
	tools_guild = 1
	mason = 1
	tannery = 1
}

anuiq_port_town = {
	marketplace = 1
	temple = 1
	jewelry_guild = 1
	granary = 1
	brewery = 1
	tannery = 1
}

armoccan_port_city = {
	marketplace = 2
	temple = 1
	glass_guild = 1
	tools_guild = 1
	mason = 1
	pottery_guild = 1
	wharf = 1
}

armoccan_port_town = {
	marketplace = 1
	temple = 1
	glass_guild = 1
	tools_guild = 1
	mason = 1
	pottery_guild = 1
}

aspic_city = {
	marketplace = 2
	temple = 1
	brewery = 2
	granary = 2
	fine_cloth_guild = 1
	tools_guild = 1
	pottery_guild = 1
}

aspic_port_city = {
	marketplace = 2
	temple = 1
	brewery = 2
	granary = 2
	fine_cloth_guild = 1
	tools_guild = 1
	pottery_guild = 1
	wharf = 1
}

aspic_port_town = {
	marketplace = 1
	temple = 1
	brewery = 1
	granary = 1
	fine_cloth_guild = 1
	tools_guild = 1
	pottery_guild = 1
}

avalic_port_city = {
	marketplace = 2
	temple = 1
	brewery = 2
	winery = 1
	glass_guild = 1
	tools_guild = 1
	mason = 1
	pottery_guild = 1
	weapon_guild = 1
	wharf = 1
}

avalic_port_town = {
	marketplace = 1
	temple = 1
	brewery = 1
	winery = 1
	glass_guild = 1
	tools_guild = 1
	mason = 1
	pottery_guild = 1
	weapon_guild = 1
}

bahdak_city = {
	marketplace = 2
	temple = 1
	brewery = 2
	granary = 2
	mason = 1
	tannery = 1
}

bahdak_port_city = {
	marketplace = 2
	temple = 1
	brewery = 2
	granary = 2
	mason = 1
	tannery = 1
	wharf = 1
}

bahdak_town = {
	marketplace = 1
	temple = 1
	brewery = 1
	granary = 1
	mason = 1
	tannery = 1
}

bashkalic_port_city = {
	marketplace = 2
	temple = 1
	fine_cloth_guild = 2
	brewery = 2
	winery = 1
	tools_guild = 1
	mason = 1
	pottery_guild = 1
	weapon_guild = 1
	wharf = 1
}

bashkalic_port_town = {
	marketplace = 1
	temple = 1
	fine_cloth_guild = 1
	brewery = 1
	winery = 1
	tools_guild = 1
	mason = 1
	pottery_guild = 1
	weapon_guild = 1
}

beghanic_port_city = {
	marketplace = 2
	temple = 1
	fine_cloth_guild = 2
	tools_guild = 1
	mason = 1
	pottery_guild = 1
	weapon_guild = 1
	wharf = 1
}

beghanic_port_town = {
	marketplace = 1
	temple = 1
	fine_cloth_guild = 1
	tools_guild = 1
	mason = 1
	pottery_guild = 1
	weapon_guild = 1
}

blue_elf_port_city = {
	marketplace = 2
	temple = 1
	brewery = 2
	paper_guild = 1
	scriptorium = 1
	furniture_guild = 1
	naval_supplies_guild = 1
	cloth_guild = 1
	fine_cloth_guild = 1
	dyes_guild = 1
	glass_guild = 1
	pottery_guild = 1
	weapon_guild = 1
	wharf = 1
}

blue_elf_port_town = {
	marketplace = 1
	temple = 1
	brewery = 1
	paper_guild = 1
	scriptorium = 1
	furniture_guild = 1
	naval_supplies_guild = 1
	cloth_guild = 1
	fine_cloth_guild = 1
	dyes_guild = 1
	glass_guild = 1
	pottery_guild = 1
	weapon_guild = 1
}

brilthic_port_city = {
	marketplace = 2
	temple = 1
	granary = 2
	brewery = 1
	glass_guild = 1
	paper_guild = 1
	scriptorium = 1
	furniture_guild = 1
	dyes_guild = 1
	naval_supplies_guild = 1
	tools_guild = 1
	pottery_guild = 1
	tannery = 1
	weapon_guild = 1
	wharf = 1
}

brilthic_port_town = {
	marketplace = 1
	temple = 1
	granary = 1
	brewery = 1
	glass_guild = 1
	paper_guild = 1
	scriptorium = 1
	furniture_guild = 1
	dyes_guild = 1
	naval_supplies_guild = 1
	tools_guild = 1
	pottery_guild = 1
	tannery = 1
	weapon_guild = 1
}

brilthic_town = {
	marketplace = 1
	temple = 1
	granary = 1
	brewery = 1
	glass_guild = 1
	paper_guild = 1
	scriptorium = 1
	furniture_guild = 1
	dyes_guild = 1
	tools_guild = 1
	pottery_guild = 1
	tannery = 1
	weapon_guild = 1
}

broken_men_port_city = {
	marketplace = 2
	temple = 1
	cloth_guild = 1
	paper_guild = 1
	naval_supplies_guild = 1
	glass_guild = 1
	brewery = 1
	tools_guild = 1
	mason = 1
	pottery_guild = 1
	tannery = 1
	weapon_guild = 1
	wharf = 1
}

broken_men_port_town = {
	marketplace = 1
	temple = 1
	cloth_guild = 1
	paper_guild = 1
	naval_supplies_guild = 1
	glass_guild = 1
	brewery = 1
	tools_guild = 1
	mason = 1
	pottery_guild = 1
	tannery = 1
	weapon_guild = 1
}

capic_port_city = {
	marketplace = 2
	temple = 1
	brewery = 1
	fine_cloth_guild = 1
	pottery_guild = 1
	tannery = 1
	weapon_guild = 1
	wharf = 1
}

capic_port_town = {
	marketplace = 1
	temple = 1
	brewery = 1
	fine_cloth_guild = 1
	pottery_guild = 1
	tannery = 1
	weapon_guild = 1
}

dark_elf_city = {
	marketplace = 2
	temple = 1
	brewery = 2
	granary = 2
	cloth_guild = 1
	fine_cloth_guild = 1
	tannery = 1
}

dark_elf_port_city = {
	marketplace = 2
	temple = 1
	brewery = 2
	granary = 2
	cloth_guild = 1
	fine_cloth_guild = 1
	tannery = 1
	wharf = 1
}

dark_elf_port_town = {
	marketplace = 1
	temple = 1
	brewery = 1
	granary = 1
	cloth_guild = 1
	fine_cloth_guild = 1
	tannery = 1
}

dremk_port_city = {
	marketplace = 2
	temple = 1
	granary = 2
	fine_cloth_guild = 1
	brewery = 1
	winery = 1
	dyes_guild = 1
	glass_guild = 1
	jewelry_guild = 1
	porcelain_guild = 1
	tools_guild = 1
	mason = 1
	pottery_guild = 1
	weapon_guild = 1
	wharf = 1
}

dremk_port_town = {
	marketplace = 1
	temple = 1
	granary = 1
	fine_cloth_guild = 1
	brewery = 1
	winery = 1
	dyes_guild = 1
	glass_guild = 1
	jewelry_guild = 1
	porcelain_guild = 1
	tools_guild = 1
	mason = 1
	pottery_guild = 1
	weapon_guild = 1
}

dverik_city = {
	marketplace = 2
	temple = 1
	brewery = 1
	cloth_guild = 1
	fine_cloth_guild = 1
	tools_guild = 1
	mason = 1
	pottery_guild = 1
	weapon_guild = 1
}

dverik_town = {
	marketplace = 1
	temple = 1
	brewery = 1
	cloth_guild = 1
	fine_cloth_guild = 1
	tools_guild = 1
	mason = 1
	pottery_guild = 1
	weapon_guild = 1
}

erazi_city = {
	marketplace = 2
	temple = 1
	granary = 2
